,date,data_col_point,x,y,rc
50,03-26-2021,10,8.0,8.0,0.0
51,03-28-2021,10,8.0,8.0,-0.014488683026743
52,03-29-2021,10,8.0,8.0,-0.0177375011796257
53,03-30-2021,10,8.0,8.0,-0.0092979902570136
54,04-01-2021,10,8.0,8.0,-0.0192320270987817
55,03-26-2021,11,12.0,8.0,0.0
56,03-28-2021,11,12.0,8.0,0.035266585773784
57,03-29-2021,11,12.0,8.0,0.0426188042465214
58,03-30-2021,11,12.0,8.0,-0.0189226321675728
59,04-01-2021,11,12.0,8.0,0.0245958088741678
60,03-26-2021,12,16.0,8.0,0.0
61,03-28-2021,12,16.0,8.0,0.023958613334619
62,03-29-2021,12,16.0,8.0,-0.0199364399317618
63,03-30-2021,12,16.0,8.0,-0.0866201143067432
64,04-01-2021,12,16.0,8.0,-0.052094471547432
65,03-26-2021,13,0.0,12.0,0.0
66,03-28-2021,13,0.0,12.0,-0.049950240803901
67,03-29-2021,13,0.0,12.0,0.0265834186301767
68,03-30-2021,13,0.0,12.0,-0.0588537707568581
69,04-01-2021,13,0.0,12.0,-0.0620455074978517
70,03-26-2021,14,4.0,12.0,0.0
71,03-28-2021,14,4.0,12.0,-0.0173457397872717
72,03-29-2021,14,4.0,12.0,0.0679255717813386
73,03-30-2021,14,4.0,12.0,-0.0264242469418009
74,04-01-2021,14,4.0,12.0,-0.0368958905568785
75,03-26-2021,15,8.0,12.0,0.0
76,03-28-2021,15,8.0,12.0,0.0334721383360933
77,03-29-2021,15,8.0,12.0,0.088948907062855
78,03-30-2021,15,8.0,12.0,0.0383575927960775
79,04-01-2021,15,8.0,12.0,0.006676852493553
80,03-26-2021,16,12.0,12.0,0.0
81,03-28-2021,16,12.0,12.0,0.0052107895066579
82,03-29-2021,16,12.0,12.0,-0.0102174446284599
83,03-30-2021,16,12.0,12.0,0.0485644272430775
84,04-01-2021,16,12.0,12.0,-0.0136658367256276
85,03-26-2021,17,16.0,12.0,0.0
86,03-28-2021,17,16.0,12.0,0.0272155419982705
87,03-29-2021,17,16.0,12.0,-0.0119209534429505
88,03-30-2021,17,16.0,12.0,-0.123866777009197
89,04-01-2021,17,16.0,12.0,-0.0610649240016091
90,03-26-2021,18,4.0,16.0,0.0
91,03-28-2021,18,4.0,16.0,-0.0916851215355247
92,03-29-2021,18,4.0,16.0,-0.0325356114573221
93,03-30-2021,18,4.0,16.0,-0.0875543424034098
94,04-01-2021,18,4.0,16.0,-0.0602743267877829
95,03-26-2021,19,8.0,16.0,0.0
96,03-28-2021,19,8.0,16.0,0.0039983213209428
97,03-29-2021,19,8.0,16.0,-0.0708612361162222
98,03-30-2021,19,8.0,16.0,-0.0371836754603577
99,04-01-2021,19,8.0,16.0,-0.032251003588889
100,03-26-2021,20,12.0,16.0,0.0
101,03-28-2021,20,12.0,16.0,0.0074830139348594
102,03-29-2021,20,12.0,16.0,-0.0454707871458962
103,03-30-2021,20,12.0,16.0,-0.0333172307132458
104,04-01-2021,20,12.0,16.0,-0.0104873822109858
