,date,data_col_point,x,y,rc
0,03-26-2021,00,4.0,0.0,0.0
1,03-28-2021,00,4.0,0.0,-0.0262530077206826
2,03-29-2021,00,4.0,0.0,-0.0036375607968347
3,03-30-2021,00,4.0,0.0,-0.0257399197005359
4,04-01-2021,00,4.0,0.0,0.0136864767191523
5,03-26-2021,01,8.0,0.0,0.0
6,03-28-2021,01,8.0,0.0,0.0044909890952569
7,03-29-2021,01,8.0,0.0,-0.0203118576816831
8,03-30-2021,01,8.0,0.0,-0.0189404001578645
9,04-01-2021,01,8.0,0.0,-0.0108525165138705
10,03-26-2021,02,12.0,0.0,0.0
11,03-28-2021,02,12.0,0.0,0.0507670574523739
12,03-29-2021,02,12.0,0.0,0.0162263932834647
13,03-30-2021,02,12.0,0.0,-0.1410962152811684
14,04-01-2021,02,12.0,0.0,-0.0446898696856821
15,03-26-2021,03,0.0,4.0,0.0
16,03-28-2021,03,0.0,4.0,-0.0356194400590781
17,03-29-2021,03,0.0,4.0,-5.801948539250901e-05
18,03-30-2021,03,0.0,4.0,-0.009738092391015
19,04-01-2021,03,0.0,4.0,-0.0669984337031729
20,03-26-2021,04,4.0,4.0,0.0
21,03-28-2021,04,4.0,4.0,-0.0152059490114036
22,03-29-2021,04,4.0,4.0,-0.0143707335928255
23,03-30-2021,04,4.0,4.0,-0.0062608106352721
24,04-01-2021,04,4.0,4.0,-0.0360008245418382
25,03-26-2021,05,8.0,4.0,0.0
26,03-28-2021,05,8.0,4.0,0.0262151510728361
27,03-29-2021,05,8.0,4.0,0.0295384154836333
28,03-30-2021,05,8.0,4.0,0.0193292661087167
29,04-01-2021,05,8.0,4.0,0.0742667900900952
30,03-26-2021,06,12.0,4.0,0.0
31,03-28-2021,06,12.0,4.0,0.1026694981114695
32,03-29-2021,06,12.0,4.0,0.0655409376275172
33,03-30-2021,06,12.0,4.0,-0.0794788447655027
34,04-01-2021,06,12.0,4.0,0.0265504419245762
35,03-26-2021,07,16.0,4.0,0.0
36,03-28-2021,07,16.0,4.0,0.0016111370399675
37,03-29-2021,07,16.0,4.0,-0.0293515994888431
38,03-30-2021,07,16.0,4.0,-0.0901190550306357
39,04-01-2021,07,16.0,4.0,-0.0317937704193667
40,03-26-2021,08,0.0,8.0,0.0
41,03-28-2021,08,0.0,8.0,0.0268709608134041
42,03-29-2021,08,0.0,8.0,0.0795096376829173
43,03-30-2021,08,0.0,8.0,0.0158913293785993
44,04-01-2021,08,0.0,8.0,0.0061515337411679
45,03-26-2021,09,4.0,8.0,0.0
46,03-28-2021,09,4.0,8.0,0.0388919706594159
47,03-29-2021,09,4.0,8.0,0.0841034667259219
48,03-30-2021,09,4.0,8.0,0.0143457188243881
49,04-01-2021,09,4.0,8.0,-0.0367566922292987
