,date,data_col_point,x,y,rc
0,03-26-2021,00,4.0,0.0,0.0
1,03-28-2021,00,4.0,0.0,-0.0245291386077601
2,03-29-2021,00,4.0,0.0,-0.0352528472867276
3,03-30-2021,00,4.0,0.0,-0.0896779705310742
4,04-01-2021,00,4.0,0.0,-0.0347330158247032
5,03-26-2021,01,8.0,0.0,0.0
6,03-28-2021,01,8.0,0.0,0.0689574037639985
7,03-29-2021,01,8.0,0.0,-0.0104844236097244
8,03-30-2021,01,8.0,0.0,-0.0335073683810465
9,04-01-2021,01,8.0,0.0,0.0107066043285701
10,03-26-2021,02,12.0,0.0,0.0
11,03-28-2021,02,12.0,0.0,-0.0126650230391902
12,03-29-2021,02,12.0,0.0,0.0389107368893003
13,03-30-2021,02,12.0,0.0,0.0328288174415662
14,04-01-2021,02,12.0,0.0,0.0315885194965555
15,03-26-2021,03,0.0,4.0,0.0
16,03-28-2021,03,0.0,4.0,-0.2327653620061249
17,03-29-2021,03,0.0,4.0,-0.1177909032767765
18,03-30-2021,03,0.0,4.0,-0.0273961426383461
19,04-01-2021,03,0.0,4.0,-0.1577619910044667
20,03-26-2021,04,4.0,4.0,0.0
21,03-28-2021,04,4.0,4.0,0.0948164638823361
22,03-29-2021,04,4.0,4.0,0.0970823362745142
23,03-30-2021,04,4.0,4.0,0.1214202227367957
24,04-01-2021,04,4.0,4.0,0.1097160951786936
25,03-26-2021,05,8.0,4.0,0.0
26,03-28-2021,05,8.0,4.0,0.0149991469159155
27,03-29-2021,05,8.0,4.0,0.0255315055315055
28,03-30-2021,05,8.0,4.0,-0.0312797881729922
29,04-01-2021,05,8.0,4.0,-0.0026617443470235
30,03-26-2021,06,12.0,4.0,0.0
31,03-28-2021,06,12.0,4.0,-0.0263259424648748
32,03-29-2021,06,12.0,4.0,0.0159462609263313
33,03-30-2021,06,12.0,4.0,-0.0092123486435783
34,04-01-2021,06,12.0,4.0,0.0330249952638783
35,03-26-2021,07,16.0,4.0,0.0
36,03-28-2021,07,16.0,4.0,0.0935364371022784
37,03-29-2021,07,16.0,4.0,0.0208949078057213
38,03-30-2021,07,16.0,4.0,0.094326323568145
39,04-01-2021,07,16.0,4.0,0.155419857837891
40,03-26-2021,08,0.0,8.0,0.0
41,03-28-2021,08,0.0,8.0,-0.0407480414026992
42,03-29-2021,08,0.0,8.0,-0.1185197884382099
43,03-30-2021,08,0.0,8.0,0.0318874716055835
44,04-01-2021,08,0.0,8.0,-0.0183476053277029
45,03-26-2021,09,4.0,8.0,0.0
46,03-28-2021,09,4.0,8.0,0.0782913472565602
47,03-29-2021,09,4.0,8.0,0.0731413470303624
48,03-30-2021,09,4.0,8.0,0.1009402141003696
49,04-01-2021,09,4.0,8.0,0.014167988663047
50,03-26-2021,10,8.0,8.0,0.0
51,03-28-2021,10,8.0,8.0,0.1180341949941037
52,03-29-2021,10,8.0,8.0,0.1213075169586557
53,03-30-2021,10,8.0,8.0,0.1491081420577822
54,04-01-2021,10,8.0,8.0,0.1580936852664498
55,03-26-2021,11,12.0,8.0,0.0
56,03-28-2021,11,12.0,8.0,-0.0154582666595176
57,03-29-2021,11,12.0,8.0,-0.0732764031101957
58,03-30-2021,11,12.0,8.0,-0.0979629332146675
59,04-01-2021,11,12.0,8.0,-0.0206644567860541
60,03-26-2021,12,16.0,8.0,0.0
61,03-28-2021,12,16.0,8.0,0.106058568747422
62,03-29-2021,12,16.0,8.0,0.0928548097348175
63,03-30-2021,12,16.0,8.0,0.0704799127973353
64,04-01-2021,12,16.0,8.0,0.1166369845153487
65,03-26-2021,13,0.0,12.0,0.0
66,03-28-2021,13,0.0,12.0,-0.1401972502774909
67,03-29-2021,13,0.0,12.0,-0.2050971888156377
68,03-30-2021,13,0.0,12.0,-0.0548990722166498
69,04-01-2021,13,0.0,12.0,-0.0167248785272908
70,03-26-2021,14,4.0,12.0,0.0
71,03-28-2021,14,4.0,12.0,0.0711844762084065
72,03-29-2021,14,4.0,12.0,0.0768753454480863
73,03-30-2021,14,4.0,12.0,0.1090506446108916
74,04-01-2021,14,4.0,12.0,0.0214253684818217
75,03-26-2021,15,8.0,12.0,0.0
76,03-28-2021,15,8.0,12.0,0.0865125886733648
77,03-29-2021,15,8.0,12.0,0.0986423576676754
78,03-30-2021,15,8.0,12.0,0.1271619087309856
79,04-01-2021,15,8.0,12.0,0.0867635467533996
80,03-26-2021,16,12.0,12.0,0.0
81,03-28-2021,16,12.0,12.0,0.1055766019478645
82,03-29-2021,16,12.0,12.0,0.106225377081828
83,03-30-2021,16,12.0,12.0,0.1565302362419111
84,04-01-2021,16,12.0,12.0,0.1311894836778389
85,03-26-2021,17,16.0,12.0,0.0
86,03-28-2021,17,16.0,12.0,0.0044859665767488
87,03-29-2021,17,16.0,12.0,0.0155989941801355
88,03-30-2021,17,16.0,12.0,0.0387250584073617
89,04-01-2021,17,16.0,12.0,0.0746894473511509
90,03-26-2021,18,4.0,16.0,0.0
91,03-28-2021,18,4.0,16.0,-0.005508165019338
92,03-29-2021,18,4.0,16.0,-0.0579319620990668
93,03-30-2021,18,4.0,16.0,0.0338462357009845
94,04-01-2021,18,4.0,16.0,-0.061665050333966
95,03-26-2021,19,8.0,16.0,0.0
96,03-28-2021,19,8.0,16.0,0.0675488475488475
97,03-29-2021,19,8.0,16.0,0.0759485270627091
98,03-30-2021,19,8.0,16.0,0.0968910496712036
99,04-01-2021,19,8.0,16.0,0.0246689101172384
100,03-26-2021,20,12.0,16.0,0.0
101,03-28-2021,20,12.0,16.0,0.1295147772221341
102,03-29-2021,20,12.0,16.0,0.0256121317432643
103,03-30-2021,20,12.0,16.0,0.0148097847467829
104,04-01-2021,20,12.0,16.0,0.0190812209014134
