emitter,txpower,rssi,timestamp,lat_emit,lng_emit,lat_sensor,lng_sensor,plot_timestamp,rc,color,width,sensor
25,5,-74.37847222222223,2021-04-23 00:04:28.835000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 00:00:00+00:00,-0.0,"[255.0, 91.62509548421984, 0.0]",10.5,21
25,5,-75.19838056680163,2021-04-23 00:19:30.118000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 00:15:00+00:00,0.011023463108112043,"[255.0, 110.00006562489337, 0.0]",11.023614497635322,21
25,5,-70.50519031141869,2021-04-23 00:34:28.831000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 00:30:00+00:00,-0.052075308823650614,"[255.0, 2.3752405152341574, 0.0]",8.026422830876596,21
25,5,-75.31292517006801,2021-04-23 00:49:30.050000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 00:45:00+00:00,0.01256348671768759,"[255.0, 112.62506135927529, 0.0]",11.09676561909016,21
25,5,-78.47452229299363,2021-04-23 01:04:29.451000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 01:00:00+00:00,0.05507037114897355,"[255.0, 183.49994618758745, 0.0]",13.115842629576242,21
25,5,-75.84265734265735,2021-04-23 01:19:29.640000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 01:15:00+00:00,0.019685603598586156,"[255.0, 123.12504429680303, 0.0]",11.435066170932842,21
25,5,-74.20905923344947,2021-04-23 01:34:29.177000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 01:30:00+00:00,-0.002277715361867123,"[255.0, 86.37510401545597, 0.0]",10.391808520311312,21
25,5,-74.1863799283154,2021-04-23 01:49:29.688000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 01:45:00+00:00,-0.002582632960420407,"[255.0, 86.37510401545597, 0.0]",10.377324934380031,21
25,5,-72.2258064516129,2021-04-23 02:04:29.989000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 02:00:00+00:00,-0.028942054149455557,"[255.0, 41.75017653096314, 0.0]",9.125252427900861,21
25,5,-73.60424028268551,2021-04-23 02:19:29.138000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 02:15:00+00:00,-0.010409355239558146,"[255.0, 73.25012534354633, 0.0]",10.005555626120987,21
25,5,-72.11929824561403,2021-04-23 02:34:29.543000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 02:30:00+00:00,-0.030374030403023215,"[255.0, 39.1251807965812, 0.0]",9.057233555856397,21
25,5,-74.48669201520912,2021-04-23 02:49:28.988000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 02:45:00+00:00,0.0014549881135438785,"[255.0, 91.62509548421984, 0.0]",10.569111935393334,21
25,5,-75.93402777777777,2021-04-23 03:04:29.247000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 03:00:00+00:00,0.02091405629989246,"[255.0, 125.75004003118495, 0.0]",11.493417674244892,21
25,5,-71.63333333333333,2021-04-23 03:19:28.695000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 03:15:00+00:00,-0.03690770738994463,"[255.0, 28.625197859053475, 0.0]",8.74688389897763,21
25,5,-74.41762452107278,2021-04-23 03:34:30.969000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 03:30:00+00:00,0.0005263928887054392,"[255.0, 91.62509548421984, 0.0]",10.525003662213509,21
25,5,-71.6086956521739,2021-04-23 03:49:29.391000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 03:45:00+00:00,-0.03723895486550192,"[255.0, 28.625197859053475, 0.0]",8.731149643888658,21
25,5,-78.1,2021-04-23 04:04:29.736000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 04:00:00+00:00,0.0500350123710376,"[255.0, 175.62495898444166, 0.0]",12.876663087624285,21
25,5,-75.09642857142858,2021-04-23 04:19:29.515000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 04:15:00+00:00,0.009652743969535867,"[255.0, 107.37506989051143, 0.0]",10.958505338552953,21
25,5,-73.68773234200742,2021-04-23 04:34:29.513000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 04:30:00+00:00,-0.009286825335038714,"[255.0, 75.87512107792821, 0.0]",10.058875796585662,21
25,5,-72.30291970802918,2021-04-23 04:49:29.024000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 04:45:00+00:00,-0.027905285658353863,"[255.0, 44.375172265345064, 0.0]",9.174498931228191,21
25,5,-73.3438596491228,2021-04-23 05:04:28.660000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 05:00:00+00:00,-0.013910107887243072,"[255.0, 68.00013387478245, 0.0]",9.839269875355955,21
25,5,-76.6280701754386,2021-04-23 05:19:29.347000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 05:15:00+00:00,0.030245283157943764,"[255.0, 141.50001443747655, 0.0]",11.93665095000233,21
25,5,-75.29794520547945,2021-04-23 05:34:29.716000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 05:30:00+00:00,0.012362084831617569,"[255.0, 110.00006562489337, 0.0]",11.087199029501834,21
25,5,-75.12982456140352,2021-04-23 05:49:29.188000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 05:45:00+00:00,0.01010174472173162,"[255.0, 107.37506989051143, 0.0]",10.979832874282252,21
25,5,-73.09824561403506,2021-04-23 06:04:29.609000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 06:00:00+00:00,-0.017212327303015876,"[255.0, 60.125146671636664, 0.0]",9.682414453106746,21
25,5,-71.0561797752809,2021-04-23 06:19:29.105000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 06:15:00+00:00,-0.044667392965739405,"[255.0, 15.500219187143816, 0.0]",8.378298834127378,21
25,5,-74.05762711864406,2021-04-23 06:34:29.439000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 06:30:00+00:00,-0.004313682359857686,"[255.0, 83.75010828107405, 0.0]",10.29510008790676,21
25,5,-72.88356164383562,2021-04-23 06:49:29.391000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 06:45:00+00:00,-0.020098699714081663,"[255.0, 57.50015093725472, 0.0]",9.545311763581122,21
25,5,-75.53985507246378,2021-04-23 07:04:28.850000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 07:00:00+00:00,0.015614502631509585,"[255.0, 115.25005709365723, 0.0]",11.241688874996706,21
25,5,-75.69666666666666,2021-04-23 07:19:29.246000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 07:15:00+00:00,0.017722795387703456,"[255.0, 120.50004856242109, 0.0]",11.341832780915913,21
25,5,-69.9962962962963,2021-04-23 07:34:29.900000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 07:30:00+00:00,-0.05891726187697443,"[246.8746710492797, 0.0, 0.0]",7.701430060843714,21
25,5,-72.10071942446044,2021-04-23 07:49:30.712000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 07:45:00+00:00,-0.030623818017618043,"[255.0, 39.1251807965812, 0.0]",9.045368644163142,21
25,5,-70.83882783882784,2021-04-23 08:04:30.862000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 08:00:00+00:00,-0.047589635517370055,"[255.0, 10.250227718379952, 0.0]",8.239492312924922,21
25,5,-69.19852941176471,2021-04-23 08:19:29.852000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 08:15:00+00:00,-0.0696430385795138,"[228.49837441211355, 0.0, 0.0]",7.191955667473094,21
25,5,-73.35766423357664,2021-04-23 08:34:29.241000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 08:30:00+00:00,-0.013724508693801821,"[255.0, 68.00013387478245, 0.0]",9.848085837044414,21
25,5,-74.55160142348754,2021-04-23 08:49:29.722000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 08:45:00+00:00,0.0023276789115545342,"[255.0, 94.25009121860178, 0.0]",10.61056474829884,21
25,5,-71.50704225352113,2021-04-23 09:04:29.432000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 09:00:00+00:00,-0.03860565944568017,"[255.0, 26.000202124671542, 0.0]",8.666231176330193,21
25,5,-71.69741697416974,2021-04-23 09:19:28.902000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 09:15:00+00:00,-0.03604611882914506,"[255.0, 28.625197859053475, 0.0]",8.78780935561561,21
25,5,-72.30111524163569,2021-04-23 09:34:29.660000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 09:30:00+00:00,-0.027929546258761238,"[255.0, 44.375172265345064, 0.0]",9.173346552708841,21
25,5,-74.56776556776556,2021-04-23 09:49:29.182000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 09:45:00+00:00,0.0025450017980710557,"[255.0, 94.25009121860178, 0.0]",10.620887585408376,21
25,5,-71.53924914675768,2021-04-23 10:04:29.860000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 10:00:00+00:00,-0.03817264580242701,"[255.0, 26.000202124671542, 0.0]",8.686799324384717,21
25,5,-73.50680272108843,2021-04-23 10:19:29.337000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 10:15:00+00:00,-0.011719378942464538,"[255.0, 70.62512960916439, 0.0]",9.943329500232934,21
25,5,-72.57692307692307,2021-04-23 10:34:29.142000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 10:30:00+00:00,-0.02422137873330651,"[255.0, 49.62516373410893, 0.0]",9.34948451016794,21
25,5,-72.58620689655172,2021-04-23 10:49:29.565000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 10:45:00+00:00,-0.024096560094911897,"[255.0, 49.62516373410893, 0.0]",9.355413395491684,21
25,5,-72.69029850746269,2021-04-23 11:04:29.006000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 11:00:00+00:00,-0.022697074359308546,"[255.0, 52.250159468490864, 0.0]",9.421888967932844,21
25,5,-72.7581227436823,2021-04-23 11:19:29.544000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 11:15:00+00:00,-0.02178519442694073,"[255.0, 54.875155202872755, 0.0]",9.465203264720316,21
25,5,-76.41059602649007,2021-04-23 11:34:29.048000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 11:30:00+00:00,0.02732139748980617,"[255.0, 136.25002296871267, 0.0]",11.797766380765793,21
25,5,-66.6309963099631,2021-04-23 11:49:29.501000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 11:45:00+00:00,-0.10416288047853182,"[170.74429926673403, 0.0, 0.0]",5.552263177269738,21
25,5,-70.59219858156028,2021-04-23 12:04:28.955000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 12:00:00+00:00,-0.050905504342030734,"[255.0, 5.000236249616089, 0.0]",8.081988543753539,21
25,5,-72.77659574468085,2021-04-23 12:19:29.419000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 12:15:00+00:00,-0.02153682953792623,"[255.0, 54.875155202872755, 0.0]",9.477000596948503,21
25,5,-71.66440677966102,2021-04-23 12:34:29.132000+00:00,26.713333,-80.053663,26.713438,-80.05368,2021-04-23 12:30:00+00:00,-0.036489932657561626,"[255.0, 28.625197859053475, 0.0]",8.766728198765822,21
